,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
18261,2017-11-14,1117696,265616.35,104328,274368.83,1.0,1.0,680.0,144162.0,84,20,2016,3.0,4.0,0.0
18277,2017-11-14,1106465,171146.13,130654,171146.13,2.0,2.0,956.0,165882.0,84,17,2016,8.0,4.0,0.0
18318,2017-11-13,1100901,328325.99,175787,328325.99,2.0,2.0,1067.0,225082.0,41,21,2015,4.0,2.0,0.0
18328,2017-11-13,1116401,42757.12,357319,42757.12,0.0,0.0,1760.0,748000.0,41,41,2017,1.0,4.0,0.0
18329,2017-11-13,1112651,193382.46,246239,193382.46,2.0,2.0,1200.0,476364.0,41,10,2013,4.0,2.0,1.0
18334,2017-11-09,1115217,417088.18,126320,120000.00,1.0,1.0,609.0,164628.0,21,13,2016,17.0,2.0,1.0
18337,2017-11-09,1115296,19805.27,195700,20900.00,2.0,2.0,1235.0,254438.0,21,14,2016,3.0,3.0,1.0
18344,2017-11-09,1114897,94120.67,205500,27000.00,2.0,2.0,1062.0,251208.0,21,2,2011,3.0,2.0,1.0
18346,2017-11-09,1105783,96181.91,118000,111574.39,2.0,2.0,870.0,112134.0,21,1,2010,6.0,7.0,0.0
18352,2017-11-08,1114957,7143.98,120915,14793.48,1.0,1.0,908.0,220406.0,42,5,2011,4.0,1.0,1.0
