,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Status Binary
21186,2017-07-31,1094483,119224.81,202411,131115.87,4.0,2.0,1481.0,5720.0,188567.0,43,31,2016,0.0,5.0,3.0,1.0
21188,2017-07-31,1091166,216854.24,240453,224652.66,4.0,2.0,1342.0,6250.0,244198.0,43,36,2016,0.0,3.0,3.0,0.0
21190,2017-07-31,1091459,397740.99,304948,270608.48,3.0,2.0,1476.0,6403.0,252400.0,43,37,2016,1.0,4.0,3.0,0.0
21197,2017-07-31,1096989,448230.58,183900,205000.00,1.0,1.0,990.0,0.0,234968.0,43,33,2016,1.0,32.0,2.0,1.0
21200,2017-07-31,1091946,321608.1,209375,228510.00,4.0,2.0,2008.0,8025.0,247439.0,43,25,2015,0.0,8.0,1.0,1.0
21206,2017-07-31,1091455,251928.54,98177,298011.08,2.0,1.0,624.0,0.0,123025.0,43,2,2009,1.0,3.0,7.0,0.0
21207,2017-07-31,1091637,451548.37,313212,308829.45,3.0,2.0,1576.0,7500.0,343024.0,43,35,2016,1.0,3.0,1.0,1.0
21209,2017-07-31,1098309,329216.75,279541,252390.00,3.0,2.0,2892.0,16900.0,316476.0,43,16,2014,0.0,8.0,1.0,1.0
21219,2017-07-31,1097344,376034.79,219949,170000.00,3.0,2.0,1773.0,7500.0,232325.0,43,6,2011,1.0,6.0,1.0,1.0
21223,2017-07-31,1091451,398857.98,386496,366800.00,4.0,3.0,2175.0,6041.0,474666.0,43,17,2014,0.0,3.0,6.0,0.0
21226,2017-07-28,1095569,31001.4,117828,31496.55,3.0,2.0,1085.0,0.0,141320.0,26,20,2016,1.0,11.0,1.0,1.0
21230,2017-07-28,1095785,707458.97,279322,299000.00,2.0,1.0,1540.0,7200.0,354443.0,26,7,2014,1.0,5.0,5.0,0.0
21235,2017-07-28,1079535,705261.46,459578,630000.00,6.0,4.0,2989.0,15500.0,422252.0,26,8,2014,0.0,3.0,3.0,0.0
21236,2017-07-28,1095900,130536.66,106500,131467.96,3.0,2.0,1509.0,1355.0,131926.0,26,17,2015,1.0,14.5,1.0,1.0
21243,2017-07-28,1095808,589553.01,318351,587417.91,3.0,2.0,1741.0,7500.0,346843.0,26,2,2011,1.0,15.0,8.0,0.0
21249,2017-07-27,1085374,688477.96,358466,625760.17,4.0,3.0,2559.0,9350.0,283648.0,55,34,2016,0.0,31.0,3.0,0.0
21251,2017-07-27,1094371,967464.53,276152,1113830.83,4.0,3.0,2196.0,7500.0,1302118.0,55,13,2012,0.0,3.0,3.0,0.0
21253,2017-07-27,1096152,155021.69,103000,94238.61,1.0,1.0,870.0,0.0,244100.0,55,54,2017,1.0,6.0,1.0,1.0
21256,2017-07-27,1096146,237390.16,77868,60520.44,1.0,2.0,861.0,0.0,103773.0,55,4,2010,1.0,16.0,1.0,1.0
21259,2017-07-27,1095374,189878.18,95000,98340.00,0.0,0.0,873.0,0.0,141910.0,55,51,2016,1.0,2.0,1.0,1.0
21260,2017-07-27,1094553,294614.5,462068,294614.50,4.0,3.0,3507.0,11000.0,562209.0,55,55,2017,0.0,1.0,3.0,0.0
21261,2017-07-27,1096133,48694.35,134156,48694.35,2.0,2.0,1171.0,4531.0,198200.0,55,43,2016,1.0,1.0,1.0,1.0
21262,2017-07-27,1095386,186099.92,187000,168000.00,3.0,2.0,1737.0,0.0,238280.0,55,40,2016,1.0,4.0,1.0,1.0
21263,2017-07-27,1096140,44580.34,219814,44580.34,4.0,2.0,1700.0,5400.0,246338.0,55,52,2016,0.0,7.0,6.0,0.0
21266,2017-07-27,1094519,430398.28,204400,242900.00,1.0,1.0,737.0,0.0,283018.0,55,23,2015,1.0,6.0,1.0,1.0
21268,2017-07-27,1097630,55794.25,39000,32000.00,0.0,0.0,0.0,4400.0,174000.0,55,25,2015,1.0,6.0,4.0,1.0
21270,2017-07-27,1095571,448029.28,310808,315900.00,4.0,3.0,2326.0,16875.0,339763.0,55,47,2016,0.0,18.0,1.0,1.0
21275,2017-07-27,1095371,384917.73,265225,292097.28,3.0,2.0,1918.0,6699.0,331897.0,55,49,2016,1.0,12.0,1.0,1.0
21276,2017-07-27,1094102,312262.08,117918,259900.00,3.0,2.0,1403.0,3912.0,271565.0,55,1,2008,0.0,4.0,13.0,0.0
21277,2017-07-27,1095372,22329.69,181345,22465.62,5.0,2.0,1221.0,7500.0,204742.0,55,41,2016,1.0,9.0,1.0,1.0
21279,2017-07-27,1094982,267135.94,201600,224800.00,0.0,1.0,407.0,0.0,287360.0,55,20,2014,1.0,7.0,7.0,0.0
21283,2017-07-27,1095907,332149.85,216357,135425.00,4.0,1.0,1503.0,8611.2,168647.0,55,48,2016,1.0,7.0,1.0,1.0
21284,2017-07-27,1084328,457050.31,263422,457050.31,3.0,2.0,1533.0,2077.0,313915.0,55,6,2010,1.0,3.0,6.0,0.0
21289,2017-07-27,1096139,63591.87,93600,54000.00,2.0,2.0,895.0,0.0,100765.0,55,24,2015,1.0,18.0,1.0,1.0
21291,2017-07-27,1094557,458737.68,166000,108500.00,3.0,2.0,1911.0,7500.0,231269.0,55,22,2014,0.0,16.0,1.0,1.0
21292,2017-07-27,1094977,239945.37,197161,239945.37,5.0,3.0,1680.0,8325.0,275668.0,55,50,2016,0.0,2.0,5.0,0.0
21297,2017-07-27,1094374,763941.43,328525,571504.87,4.0,3.0,2246.0,14400.0,648801.0,55,12,2012,0.0,5.0,3.0,0.0
21302,2017-07-26,1090688,164528.98,93800,89000.00,1.0,1.0,725.0,0.0,222000.0,38,29,2016,1.0,3.0,4.0,0.0
21308,2017-07-26,1084959,168271.96,89800,98000.00,0.0,1.0,390.0,0.0,119208.0,38,36,2016,1.0,11.0,3.0,0.0
21312,2017-07-26,1095506,200255.87,106080,101394.00,2.0,2.0,870.0,0.0,97271.0,38,26,2016,1.0,4.0,2.0,1.0
21316,2017-07-26,1095510,745262.88,339778,362800.00,4.0,3.0,2511.0,5004.0,412800.0,38,20,2014,0.0,4.0,2.0,1.0
21322,2017-07-26,1096893,529051.54,247186,262500.00,4.0,3.0,2098.0,6666.0,321251.0,38,32,2016,1.0,9.0,1.0,1.0
21326,2017-07-26,1095813,635331.01,369539,329955.21,4.0,3.0,2536.0,14162.0,439438.0,38,5,2010,0.0,6.0,5.0,1.0
21330,2017-07-26,1090684,173152.17,84910,164700.00,2.0,1.0,1212.0,8438.0,180705.0,38,19,2014,0.0,3.0,3.0,0.0
21332,2017-07-26,1096407,161883.05,314780,80000.00,2.0,2.0,1174.0,0.0,470655.0,38,1,2008,1.0,6.0,4.0,0.0
21346,2017-07-25,1090462,251827.51,93050,73125.00,1.0,1.0,700.0,0.0,115163.0,54,43,2016,1.0,7.0,1.0,1.0
21350,2017-07-25,1091867,236221.98,132819,141289.48,2.0,2.0,972.0,0.0,299600.0,54,21,2014,1.0,7.0,2.0,1.0
21354,2017-07-25,1091626,531073.98,502301,531073.98,4.0,3.0,3591.0,16993.0,642991.0,54,45,2016,0.0,4.0,2.0,0.0
21359,2017-07-25,1089962,914427.62,1031875,914427.62,3.0,2.0,1967.0,13906.0,1239414.0,54,28,2015,1.0,6.0,3.0,0.0
21363,2017-07-25,1090412,119782.97,233108,119782.97,3.0,2.0,1274.0,8250.0,273028.0,54,33,2015,1.0,2.0,3.0,0.0
21364,2017-07-25,1091980,211136.53,123600,120311.09,2.0,1.0,848.0,0.0,244100.0,54,54,2017,1.0,4.0,1.0,1.0
21383,2017-07-25,1090415,941430.77,480690,424900.00,3.0,2.0,2640.0,15065.0,595463.0,54,35,2016,1.0,4.0,3.0,0.0
21392,2017-07-24,1090137,236445.04,229670,245067.98,3.0,2.0,1859.0,7500.0,239847.0,72,56,2016,0.0,7.0,6.0,0.0
21394,2017-07-24,1095886,110586.73,158974,120763.43,2.0,2.0,1293.0,0.0,267839.0,72,26,2014,1.0,6.0,3.0,1.0
21397,2017-07-24,1089594,436293.47,379975,299800.00,4.0,2.0,2074.0,7865.0,427660.0,72,21,2014,1.0,5.0,4.0,0.0
21403,2017-07-24,1096426,141146.19,172163,130000.00,3.0,1.0,1260.0,8720.0,201473.0,72,29,2014,0.0,2.0,1.0,0.0
21404,2017-07-24,1095347,169282.99,323817,155800.00,3.0,2.0,1810.0,15000.0,255727.0,72,48,2015,1.0,2.0,3.0,0.0
21413,2017-07-24,1089963,297978.36,291196,203189.19,4.0,2.0,1749.0,8981.0,330459.0,72,55,2016,1.0,6.0,7.0,0.0
21418,2017-07-24,1095353,188004.99,49436,192829.99,2.0,2.0,793.0,0.0,124679.0,72,7,2011,1.0,17.0,4.0,0.0
21422,2017-07-24,1078727,432514.87,250187,383341.55,4.0,2.0,2214.0,0.0,252598.0,72,20,2014,1.0,6.0,1.0,1.0
21428,2017-07-24,1095335,215300.91,196405,217976.00,3.0,2.0,1777.0,10000.0,77638.0,72,72,2017,1.0,4.0,3.0,0.0
21429,2017-07-24,1078508,165346.99,99484,85494.94,3.0,2.0,1166.0,0.0,148700.0,72,65,2016,1.0,3.0,1.0,1.0
21432,2017-07-24,1096425,157885.55,307412,157885.55,2.0,2.0,1158.0,0.0,421239.0,72,1,2007,1.0,3.0,1.0,1.0
21435,2017-07-24,1089606,163411.35,209742,163411.35,5.0,3.0,2534.0,5047.0,286689.0,72,60,2016,0.0,2.0,3.0,1.0
21447,2017-07-24,1096329,140663.81,164955,113400.00,2.0,1.0,960.0,6250.0,181682.0,72,5,2011,0.0,4.0,3.0,0.0
21450,2017-07-24,1095903,518263.52,380475,424999.00,4.0,2.0,2386.0,14883.38,414730.0,72,69,2016,0.0,28.0,1.0,1.0
21454,2017-07-24,1095277,400669.0,276366,423570.12,6.0,6.0,3447.0,5000.0,272029.0,72,6,2011,0.0,2.0,5.0,1.0
21456,2017-07-24,1093182,104998.29,193368,110430.23,2.0,1.0,880.0,5750.0,218774.0,72,36,2015,1.0,5.0,5.0,0.0
21457,2017-07-24,1096424,184099.75,111100,84507.50,2.0,1.0,1019.0,4545.0,127851.0,72,71,2016,1.0,4.0,1.0,1.0
21459,2017-07-21,1072441,160218.57,310639,160218.57,4.0,2.0,1723.0,6636.0,339650.0,48,30,2015,0.0,2.0,2.0,0.0
21461,2017-07-21,1094014,347064.98,195938,418747.49,3.0,3.0,2206.0,0.0,372556.0,48,2,2010,1.0,4.0,7.0,1.0
21464,2017-07-21,1078220,218673.78,239456,166349.30,4.0,3.0,2308.0,7500.0,245284.0,48,14,2014,0.0,3.0,1.0,1.0
21465,2017-07-21,1094083,407257.39,343716,245625.00,4.0,2.0,2483.0,10651.14,261209.0,48,4,2012,0.0,3.0,2.0,1.0
21470,2017-07-21,1093420,13894.19,225000,13894.19,2.0,2.0,1316.0,0.0,302205.0,48,39,2016,1.0,2.0,1.0,0.0
21473,2017-07-21,1094011,183921.66,131127,145000.00,4.0,2.0,2579.0,6890.0,305299.0,48,26,2015,0.0,4.0,3.0,1.0
21488,2017-07-21,1093545,270940.93,126442,270940.93,2.0,1.0,952.0,0.0,148083.0,48,45,2016,1.0,3.0,2.0,0.0
21491,2017-07-21,1083460,367161.15,268317,151800.45,2.0,1.0,1161.0,18084.0,253757.0,48,9,2013,1.0,4.0,6.0,1.0
21494,2017-07-21,1094079,496329.28,321644,225096.10,4.0,2.0,1791.0,6000.0,356677.0,48,16,2014,0.0,3.0,1.0,1.0
21510,2017-07-20,1077726,25030.0,87264,25500.00,2.0,2.0,1315.0,0.0,115161.0,57,17,2016,1.0,1.0,3.0,0.0
21511,2017-07-20,1084473,326473.3,181515,180100.00,3.0,1.0,1248.0,7875.0,214700.0,57,12,2015,0.0,2.0,1.0,1.0
21524,2017-07-19,1092558,360494.38,250234,200922.00,4.0,2.0,1708.0,4500.0,305322.0,68,19,2012,0.0,5.0,5.0,1.0
21530,2017-07-19,1093805,423309.63,210551,208376.46,4.0,2.0,1470.0,7986.0,246116.0,68,5,2009,0.0,1.0,2.0,1.0
21531,2017-07-19,1084445,633673.57,190137,189112.50,3.0,2.0,1722.0,3600.0,223579.0,68,26,2013,1.0,5.0,2.0,0.0
21535,2017-07-19,1092886,217135.27,175606,167728.21,3.0,1.0,1092.0,6360.3,222315.0,68,58,2016,1.0,5.0,2.0,0.0
21539,2017-07-19,1092593,186782.83,122364,187755.36,2.0,2.0,1113.0,0.0,241300.0,68,65,2017,1.0,5.0,1.0,1.0
21541,2017-07-19,1092737,616938.22,438025,557078.36,4.0,2.0,2860.0,12750.0,606793.0,68,44,2015,1.0,2.0,1.0,1.0
21547,2017-07-19,1093760,167056.11,167229,61560.00,2.0,1.0,1254.0,10000.0,180416.0,68,54,2016,0.0,8.0,1.0,1.0
21549,2017-07-19,1093404,169309.56,83450,62370.00,3.0,2.0,1456.0,4385.0,81562.0,68,57,2016,1.0,3.0,1.0,1.0
21560,2017-07-19,1095604,990367.08,520268,1073494.68,4.0,3.0,2402.0,6750.0,762605.0,68,28,2013,1.0,4.0,9.0,0.0
21561,2017-07-19,1093230,595668.31,299500,271150.00,2.0,2.0,1310.0,0.0,310585.0,68,53,2016,1.0,2.0,1.0,1.0
21564,2017-07-19,1092947,573345.29,469492,573345.29,4.0,3.0,2762.0,15166.0,573357.0,68,37,2015,1.0,3.0,3.0,0.0
21567,2017-07-19,1092565,279156.45,400000,281179.75,3.0,2.0,1359.0,17846.28,421229.0,68,4,2009,0.0,3.0,6.0,0.0
21568,2017-07-19,1092890,1031751.8,488277,1038032.77,4.0,2.0,2081.0,16336.0,557689.0,68,32,2014,0.0,3.0,4.0,0.0
21569,2017-07-19,1092555,329783.83,259531,247050.00,2.0,1.0,1378.0,9000.0,324533.0,68,17,2012,0.0,8.0,9.0,0.0
21572,2017-07-19,1089572,141239.04,328056,141239.04,8.0,6.0,3495.0,13735.62,400455.0,68,33,2014,0.0,3.0,4.0,0.0
21576,2017-07-19,1092902,237969.98,167000,149700.00,2.0,2.0,1020.0,0.0,173183.0,68,67,2017,1.0,4.0,1.0,1.0
21577,2017-07-19,1092899,186164.21,145000,186164.21,2.0,2.0,900.0,0.0,161927.0,68,60,2016,1.0,5.0,1.0,1.0
21582,2017-07-18,1088685,485091.47,341042,485091.47,5.0,4.0,3663.0,44649.0,556445.0,47,17,2015,1.0,4.0,9.0,0.0
21588,2017-07-18,1089088,541945.96,432908,436000.00,3.0,2.0,1800.0,6600.0,505737.0,47,4,2012,0.0,3.0,4.0,1.0
21593,2017-07-18,1089646,256543.01,203303,291096.01,1.0,1.0,910.0,0.0,241428.0,47,36,2016,1.0,5.0,1.0,1.0
21597,2017-07-18,1094378,860001.69,358846,530317.42,2.0,2.0,1632.0,8625.0,489593.0,47,5,2012,0.0,4.0,3.0,1.0
21610,2017-07-18,1088936,200928.3,306031,211216.56,3.0,2.0,2033.0,7500.0,316287.0,47,19,2015,1.0,2.0,5.0,0.0
21612,2017-07-18,1088986,79438.37,344810,79438.37,4.0,3.0,2353.0,12000.0,409616.0,47,3,2011,0.0,5.0,1.0,1.0
21613,2017-07-18,1088932,355931.75,393160,355931.75,5.0,3.0,2837.0,15029.0,475686.0,47,29,2016,0.0,2.0,2.0,1.0
21615,2017-07-18,1089262,532237.56,298397,263250.00,4.0,2.0,3004.0,7501.0,345137.0,47,11,2013,1.0,3.0,1.0,1.0
21622,2017-07-18,1089082,240561.75,192500,211000.00,3.0,2.0,1705.0,1760.0,212772.0,47,1,2009,1.0,6.0,9.0,0.0
21636,2017-07-17,1094336,618444.44,279709,420000.00,2.0,2.0,1478.0,10400.0,428339.0,70,11,2014,1.0,10.0,1.0,1.0
21637,2017-07-17,1094129,247168.18,51100,48600.00,1.0,1.0,375.0,0.0,76826.0,70,67,2016,1.0,2.0,2.0,1.0
21641,2017-07-17,1088646,179922.36,158565,179922.36,3.0,2.0,1325.0,0.0,197330.0,70,18,2014,1.0,9.0,10.0,0.0
21643,2017-07-17,1087989,242484.19,149100,106650.54,2.0,2.0,1502.0,0.0,191602.0,70,3,2009,1.0,6.0,4.0,1.0
21644,2017-07-17,1094330,28284.34,80000,28284.34,1.0,1.0,830.0,0.0,97693.0,70,65,2016,1.0,1.0,2.0,0.0
21648,2017-07-17,1094338,57846.92,117957,58134.92,4.0,2.0,1656.0,7500.0,354043.0,70,69,2017,0.0,3.0,1.0,0.0
21663,2017-07-17,1096147,4356902.68,3712267,2800000.00,4.0,2.0,2777.0,22219.0,3752531.0,70,63,2016,0.0,6.0,3.0,0.0
21665,2017-07-17,1094337,556583.62,303291,355000.00,3.0,2.0,1789.0,4577.0,377635.0,70,14,2014,1.0,4.0,1.0,1.0
21680,2017-07-17,1087999,422755.67,248954,238400.00,3.0,2.0,1229.0,6696.8,314321.0,70,52,2016,0.0,5.0,8.0,0.0
21689,2017-07-17,1088633,345708.06,182000,353390.61,2.0,2.0,980.0,0.0,236360.0,70,42,2015,1.0,3.0,9.0,0.0
21690,2017-07-17,1076993,856070.15,586070,658750.00,2.0,2.0,1056.0,0.0,743733.0,70,29,2015,1.0,4.0,1.0,1.0
21693,2017-07-14,1092025,319767.42,166292,155000.00,1.0,1.0,885.0,0.0,180924.0,48,46,2016,1.0,3.0,1.0,1.0
21700,2017-07-14,1091676,221813.86,144156,140250.00,2.0,2.0,982.0,0.0,163435.0,48,15,2014,1.0,4.0,2.0,1.0
21704,2017-07-14,1094026,582161.02,312731,351902.76,4.0,2.0,2272.0,7496.0,385740.0,48,41,2016,1.0,5.0,1.0,1.0
21707,2017-07-14,1076737,414045.01,151163,168100.00,3.0,3.0,1760.0,6137.0,236005.0,48,8,2012,0.0,2.0,9.0,0.0
21713,2017-07-14,1091668,297922.05,164792,349886.02,3.0,1.0,936.0,6000.0,245012.0,48,1,2006,0.0,3.0,2.0,0.0
21717,2017-07-14,1092540,557658.13,188582,278350.00,3.0,2.0,1426.0,2600.0,266698.0,48,3,2009,0.0,2.0,4.0,0.0
21718,2017-07-14,1094087,376646.34,227470,179567.69,4.0,2.0,1645.0,8250.0,256934.0,48,39,2016,0.0,4.0,1.0,1.0
21722,2017-07-14,1091768,401733.44,217900,310000.00,1.0,1.0,787.0,0.0,265427.0,48,5,2009,1.0,6.0,1.0,1.0
21730,2017-07-14,1094555,37166.89,100000,37166.89,2.0,2.0,1048.0,0.0,149370.0,48,17,2014,1.0,1.0,1.0,1.0
21731,2017-07-14,1091644,335704.85,139434,166156.00,3.0,2.0,1274.0,9616.2,237553.0,48,10,2012,0.0,2.0,1.0,1.0
21747,2017-07-13,1093465,504197.74,297824,165000.00,3.0,2.0,1620.0,12375.0,81509.0,16,5,2013,0.0,2.0,3.0,1.0
21748,2017-07-13,1076954,357490.26,147100,211394.26,0.0,1.0,552.0,0.0,275631.0,16,9,2014,1.0,4.0,1.0,1.0
21749,2017-07-13,1076329,265616.35,104328,270028.68,1.0,1.0,680.0,0.0,144162.0,16,15,2016,1.0,3.0,4.0,0.0
21760,2017-07-12,1093855,1045845.64,611156,723000.00,6.0,6.0,0.0,10500.0,504800.0,27,3,2009,0.0,2.0,1.0,1.0
21764,2017-07-12,1082587,265244.86,217626,268244.86,0.0,0.0,0.0,5900.0,365762.0,27,23,2016,1.0,2.0,1.0,1.0
21765,2017-07-12,1093755,150743.44,111152,151494.40,2.0,1.0,765.0,0.0,122587.0,27,27,2017,1.0,4.0,1.0,1.0
21772,2017-07-12,1087728,535620.2,366480,489900.00,4.0,2.0,2540.0,11864.0,472756.0,27,6,2011,0.0,9.0,2.0,1.0
21774,2017-07-12,1093767,400736.64,214177,188381.36,3.0,1.0,1170.0,5480.0,266021.0,27,5,2010,0.0,6.0,1.0,1.0
21778,2017-07-11,1087993,13690.92,240000,14700.00,2.0,2.0,1077.0,0.0,305016.0,25,21,2016,1.0,1.0,2.0,0.0
21779,2017-07-11,1093124,329751.72,160505,191250.00,4.0,2.0,1442.0,6435.0,213383.0,25,11,2015,1.0,5.0,4.0,1.0
21783,2017-07-11,1082309,17237.74,192500,17237.74,3.0,2.0,1705.0,1760.0,213981.0,25,23,2016,1.0,1.0,1.0,1.0
21789,2017-07-11,1088370,104728.05,128314,105674.34,3.0,1.0,1000.0,1.0,189939.0,25,24,2017,1.0,2.5,2.0,0.0
21790,2017-07-11,1087747,1838300.74,1717000,1838300.74,5.0,5.0,6174.0,42700.0,2574748.0,25,25,2017,0.0,2.0,1.0,0.0
21792,2017-07-11,1087505,651376.76,304453,385005.48,5.0,4.0,2110.0,9261.0,409523.0,25,7,2013,1.0,3.0,6.0,0.0
21794,2017-07-11,1087808,731011.07,345311,293573.00,4.0,2.0,2595.0,6000.0,393975.0,25,5,2011,1.0,8.0,7.0,0.0
21799,2017-07-10,1086697,212624.34,157123,81067.00,4.0,3.0,1699.0,6900.0,143040.0,68,44,2015,0.0,4.0,2.0,1.0
21804,2017-07-10,1086929,247478.34,227703,254403.94,2.0,1.0,1116.0,0.0,244306.0,68,39,2015,1.0,4.0,5.0,0.0
21808,2017-07-10,1086960,8762.79,105057,8762.79,1.0,1.0,709.0,0.0,780000.0,68,64,2016,1.0,1.0,4.0,0.0
21812,2017-07-10,1086751,192218.31,124200,82646.97,2.0,2.0,932.0,0.0,143006.0,68,28,2014,1.0,9.0,2.0,1.0
21816,2017-07-10,1087117,130574.48,203682,133537.02,3.0,2.0,1442.0,8676.0,231276.0,68,60,2016,0.0,4.0,7.0,0.0
21818,2017-07-10,1092729,208522.31,118000,126000.00,2.0,2.0,898.0,0.0,148236.0,68,37,2015,1.0,4.0,1.0,1.0
21825,2017-07-10,1091267,24746.14,286193,46165.14,3.0,2.0,2093.0,7482.92,352033.0,68,6,2010,1.0,2.0,2.0,0.0
21826,2017-07-10,1091348,98736.76,154157,99955.04,3.0,2.0,1134.0,7600.0,200970.0,68,19,2014,0.0,2.0,1.0,1.0
21827,2017-07-10,1093750,338962.28,289735,346531.63,4.0,1.0,1468.0,8280.0,292531.0,68,65,2016,0.0,3.0,7.0,0.0
21828,2017-07-10,1094319,170296.57,184443,194656.67,2.0,2.0,848.0,0.0,390600.0,68,11,2012,1.0,3.0,5.0,1.0
21829,2017-07-10,1092974,347265.93,175416,213185.75,1.0,2.0,875.0,0.0,244862.0,68,66,2016,1.0,4.0,3.0,0.0
21830,2017-07-10,1092966,279383.28,134200,281121.03,2.0,2.0,1050.0,0.0,164311.0,68,26,2014,1.0,5.0,2.0,0.0
21831,2017-07-10,1075386,267857.22,205830,272694.82,4.0,2.0,1732.0,7499.0,235893.0,68,33,2015,1.0,5.0,5.0,0.0
21834,2017-07-10,1086927,130938.71,167400,137091.90,2.0,2.0,996.0,0.0,228722.0,68,29,2014,1.0,3.0,5.0,0.0
21837,2017-07-10,1086945,1297680.43,694358,1315835.35,4.0,4.0,3720.0,28183.32,1163598.0,68,17,2013,0.0,5.0,4.0,0.0
21843,2017-07-10,1092321,84507.26,138741,91284.79,2.0,1.0,720.0,6000.0,121721.0,68,10,2012,0.0,7.0,9.0,0.0
21846,2017-07-10,1086752,243960.69,144270,110623.50,3.0,2.0,1190.0,0.0,180412.0,68,30,2015,1.0,7.0,4.0,0.0
21847,2017-07-10,1090080,553000.83,680659,703000.00,3.0,3.0,2739.0,14851.98,451600.0,68,3,2010,0.0,5.0,13.0,1.0
21848,2017-07-10,1092972,136284.05,167009,132015.00,3.0,1.0,911.0,6000.0,172251.0,68,5,2010,0.0,13.0,1.0,1.0
21849,2017-07-10,1091142,227693.62,276782,232601.57,2.0,1.0,2107.0,9920.0,312239.0,68,16,2013,0.0,3.0,6.0,0.0
21854,2017-07-10,1086928,625944.51,206361,249900.00,1.0,1.0,694.0,1.0,291225.0,68,40,2015,1.0,5.0,2.0,1.0
21859,2017-07-07,1064253,295842.59,117297,60350.00,2.0,1.0,910.0,3590.0,127305.0,30,21,2016,0.0,4.0,3.0,0.0
21877,2017-07-07,1093799,127591.15,94900,129588.70,1.0,1.0,792.0,0.0,177866.0,30,26,2016,1.0,4.0,1.0,0.0
21881,2017-07-07,1091656,146325.84,145600,146325.84,1.0,1.0,970.0,0.0,200044.0,30,28,2016,0.0,4.0,1.0,1.0
21883,2017-07-07,1091962,313184.2,221311,142572.48,3.0,2.0,1124.0,10425.0,241957.0,30,23,2016,0.0,6.0,4.0,1.0
21885,2017-07-06,1091655,82310.93,293531,82310.93,4.0,3.0,1957.0,8958.0,356793.0,65,4,2012,0.0,3.0,3.0,0.0
21889,2017-07-06,1090654,245123.57,113676,97200.00,2.0,1.0,862.0,0.0,125916.0,65,1,2008,1.0,2.0,2.0,1.0
21891,2017-07-06,1092318,136585.04,68768,55900.00,0.0,1.0,307.0,0.0,117287.0,65,18,2015,1.0,8.0,3.0,1.0
21895,2017-07-06,1091759,533725.12,240066,238526.00,3.0,2.0,1409.0,3157.0,324779.0,65,3,2009,1.0,4.0,1.0,0.0
21909,2017-07-05,1094199,394909.4,325857,444919.34,4.0,3.0,2590.0,5400.0,397701.0,48,16,2013,1.0,4.0,2.0,0.0
21911,2017-07-05,1062598,254756.04,131800,130863.10,2.0,2.0,1003.0,0.0,162536.0,48,12,2013,1.0,5.0,1.0,1.0
21913,2017-07-05,1081506,96892.07,203959,96892.07,3.0,2.0,1321.0,4880.0,217062.0,48,35,2016,1.0,7.0,2.0,0.0
21914,2017-07-05,1080967,261288.89,135429,117450.00,3.0,2.0,1260.0,13700.0,187775.0,48,43,2016,1.0,9.0,1.0,1.0
21919,2017-07-05,1091488,214898.78,151580,155181.01,2.0,1.0,914.0,0.0,171736.0,48,45,2016,1.0,6.0,1.0,1.0
21937,2017-07-05,1091956,6125.36,279821,6125.36,5.0,3.0,2710.0,5050.0,351809.0,48,19,2014,1.0,1.0,1.0,0.0
21944,2017-07-05,1091478,291374.9,292619,200800.00,3.0,2.0,2484.0,8400.0,282950.0,48,48,2017,0.0,2.0,1.0,1.0
21947,2017-07-05,1074193,139890.02,237070,146605.98,3.0,2.0,1734.0,8220.0,271996.0,48,21,2014,0.0,5.0,1.0,1.0
21958,2017-07-03,1085925,9218.04,195200,9218.04,3.0,2.0,1754.0,2543.0,232726.0,67,64,2016,1.0,1.0,1.0,0.0
21961,2017-07-03,1085335,1630720.58,998277,1686789.13,5.0,3.0,4714.0,23427.0,1610793.0,67,41,2015,1.0,4.0,5.0,0.0
21969,2017-07-03,1080922,915852.6,850649,927076.19,3.0,2.0,1587.0,0.0,1315151.0,67,54,2016,1.0,4.0,3.0,0.0
21979,2017-07-03,1080936,1058584.29,1208707,1058584.29,0.0,0.0,9555.0,21996.0,187200.0,67,8,2011,0.0,5.0,2.0,1.0
21992,2017-07-03,1088952,326395.94,183768,338450.26,3.0,2.0,1572.0,8266.0,218924.0,67,35,2015,0.0,4.0,5.0,0.0
21993,2017-07-03,1073990,800463.72,302000,813978.48,4.0,3.0,2322.0,2080.0,392784.0,67,13,2012,1.0,7.0,1.0,1.0
21999,2017-07-03,1085664,298314.56,184553,185200.00,3.0,1.0,1058.0,7500.0,219284.0,67,5,2009,0.0,3.0,8.0,0.0
22003,2017-07-03,1085325,471274.45,218371,292500.00,4.0,2.0,2658.0,11040.0,300534.0,67,50,2016,0.0,2.0,7.0,0.0
22012,2017-06-30,1091182,266057.77,168477,117450.00,3.0,2.0,1495.0,7553.0,186576.0,57,35,2015,0.0,4.0,3.0,0.0
22013,2017-06-30,1091152,556029.38,421951,286784.70,5.0,4.0,3137.0,6162.0,478735.0,57,15,2012,1.0,11.0,8.0,0.0
22015,2017-06-30,1091116,97631.53,147800,98516.32,2.0,2.0,1296.0,3000.0,176084.0,57,45,2016,1.0,3.0,1.0,1.0
22016,2017-06-30,1091089,214414.93,128750,132000.00,2.0,2.0,1074.0,0.0,139722.0,57,24,2014,1.0,11.0,1.0,1.0
